#OTU ID	taxonomy	16S-even	16s-mock-even-insilico-v2	16s-mock-staggered-insilico-v2	16S-stag	18S-even	18S-stag	BLANK	F059	F067	F075	F076	F080	F095	F096	F100	F104	F105	F106	F107	F109	F111	F135	F141	F143	F145	F60	F69	F78	F79	F87	unknown
0e775fc1584ed21db02c44461c5e120e	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__SAR11 clade; D_4__Clade I; D_5__Clade Ia	0.0	0.0	0.0	0.0	0.0	0.4782608695652174	0.0	0.063978321512935	0.06414653788883933	0.07124605373654454	0.07859013363114722	0.062113493994252755	0.08304197115889618	0.08772042908612256	0.060708529230298305	0.07836107554417414	0.06096977738008917	0.06680565278600498	0.08392556734301507	0.06908862928274363	0.07945905370720131	0.08218261102398347	0.09030176840768613	0.09044413647462549	0.09211237169097786	0.06558727110997868	0.06125529678745239	0.06750819503320919	0.6323529411764706	0.07194768913091888	0.12861736334405144
1ce3b5c6d85ce967f8677e23e3e9b0be	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__SAR11 clade; D_4__Clade I; D_5__Clade Ia	0.0	0.0	0.0	0.0	0.0	0.0	0.5754716981132075	0.04468480995705904	0.044687914621922745	0.04691057531244527	0.05148842761967112	0.05007795247504118	0.05726704781340816	0.05850403370809388	0.04387294876148479	0.048312680396709995	0.04379374360398443	0.04046496241989707	0.04767054622858516	0.04085207395105983	0.04513535764443799	0.04332581060577082	0.046675132117047304	0.05101300072592886	0.05027312563779338	0.04768328832692172	0.04512561670337321	0.04871825676054485	0.0	0.05541834524363828	0.08467309753483387
2bfab1ef4482677d093a174b6f20793e	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Oceanospirillales; D_4__Saccharospirillaceae; Ambiguous_taxa; Ambiguous_taxa	0.0	0.0	0.0	4.588418830870882e-05	0.5555555555555556	0.13043478260869565	0.0	0.0	6.37322780813108e-05	6.287076913404497e-05	6.257942773520237e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863728e1cec6befd5ba02d15baef4c36	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__SAR11 clade; D_4__Clade I	0.1050747712523681	0.1111111111111111	0.35714285714285715	0.3533213597451461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e9f376c867c2a1506d5b0996f9839a20	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Synechococcales; D_4__Cyanobiaceae; D_5__Prochlorococcus MIT9313	0.00010480067717360635	0.0	0.0	0.0	0.0	0.30434782608695654	0.12264150943396226	0.1344077595762323	0.13679264413634074	0.1017428675357802	0.09716659606423537	0.10413168156914926	0.09825282733852533	0.10994823012152012	0.08886508099731683	0.07919876733436056	0.06174629866757175	0.10457038672503058	0.0909694327142056	0.12050787512742343	0.10464792483897525	0.09734281962029351	0.09715038001157775	0.10578763281198443	0.10952037937451227	0.10149306021607628	0.11040747608496282	0.12021098277469809	0.2647058823529412	0.09637562335094574	0.1607717041800643
e3c9b670c6a67f46e92cd4c65d8e7089	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Oceanospirillales; D_4__Saccharospirillaceae; D_5__Oleibacter; D_6__metagenome	0.0	0.0	0.0	0.0	0.2222222222222222	0.0	0.02830188679245283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76dfe03cf1770d4ae5c703515096f2e9	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Thiomicrospirales; D_4__Thioglobaceae; D_5__SUP05 cluster	0.0	0.0	0.0	0.0	0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bdf18e8980906003f3978e5ee578c9ea	D_0__Bacteria; D_1__Actinobacteria; D_2__Acidimicrobiia; D_3__Actinomarinales; D_4__Actinomarinaceae; D_5__Candidatus Actinomarina; D_6__uncultured marine bacterium	0.0924825668104317	0.1111111111111111	0.17857142857142858	0.16826387341207935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4332406358361656e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20a0d2f150b3312772f5c00e54fd7baf	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__NS2b marine group	0.15978072473699062	0.1111111111111111	0.02040816326530612	0.028985697243015772	0.0	0.0	0.0	0.0020772367337518203	0.0012804394050881533	0.0019534846123792546	0.0023635768475372587	0.0020800686142093934	0.0011654486977486333	0.0008922331612194079	0.0011478804865100128	0.0013498556826320016	0.0017124608525278082	0.001777073444676088	0.0008411439557798606	0.001541045901152913	0.0010169984018596541	0.0011794106771729844	0.0014145394110287389	0.0013198706526760377	0.0022810492826700283	0.0015970261643844966	0.000984047716272936	0.0013472462972179793	0.0	0.0017409964167864444	0.0
9c0fe787b120b62b93c3cb46d844d9fa	D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Pirellulales; D_4__Pirellulaceae; D_5__Blastopirellula; D_6__uncultured Pirellula sp.	0.14585029626345278	0.1111111111111111	0.02040816326530612	0.028638288388678403	0.0	0.0	0.05660377358490566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
