#OTU ID	taxonomy	16S-even	16s-mock-even-insilico-v2	16s-mock-staggered-insilico-v2	16S-stag	18S-even	18S-stag	BLANK	F059	F067	F075	F076	F080	F095	F096	F100	F104	F105	F106	F107	F109	F111	F135	F141	F143	F145	F60	F69	F78	F79	F87	unknown
2bfab1ef4482677d093a174b6f20793e	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Oceanospirillales; D_4__Saccharospirillaceae; Ambiguous_taxa; Ambiguous_taxa	0.0	0.0	0.0	3.4381308356131416e-05	0.5555555555555556	0.13043478260869565	0.0	0.0	6.55813939623384e-05	6.395088571976722e-05	6.361945776646765e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0e775fc1584ed21db02c44461c5e120e	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__SAR11 clade; D_4__Clade I; D_5__Clade Ia	0.0	0.0	0.0	0.0	0.0	0.4782608695652174	0.0	0.06506418615433655	0.0660076730230936	0.07247005728172193	0.07989625134579623	0.06245894305830388	0.08311555675708149	0.08801394226350742	0.061224489795918366	0.07917691791545516	0.06142273200603037	0.06771572495750222	0.08550242218970613	0.0702071782900496	0.08080820517871874	0.08327626971924702	0.0908403542881832	0.09114185010307907	0.0919771031258429	0.06670569208023193	0.062262488390211375	0.06854220394507562	0.5512820512820513	0.07247736356962232	0.128686327077748
1ce3b5c6d85ce967f8677e23e3e9b0be	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__SAR11 clade; D_4__Clade I; D_5__Clade Ia	0.0	0.0	0.0	0.0	0.0	0.0	0.5083333333333333	0.04544321771132168	0.04598448105741055	0.04771649658776345	0.052344132328472154	0.050356464931830366	0.057317793597869295	0.05869978861949126	0.04424582406822337	0.04881567925761224	0.04411909461566756	0.041016203739804434	0.048566215263001415	0.04151347145219337	0.04590172008323381	0.04390237599968992	0.04695351611297397	0.05140653055795704	0.05019929870830461	0.048496403260550165	0.045867595676565745	0.049464464115610694	0.0	0.055826331674687986	0.08471849865951743
863728e1cec6befd5ba02d15baef4c36	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__SAR11 clade; D_4__Clade I	0.07527142527142527	0.09090909090909091	0.3153153153153153	0.2647458975731708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e9f376c867c2a1506d5b0996f9839a20	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Synechococcales; D_4__Cyanobiaceae; D_5__Prochlorococcus MIT9313	7.507507507507507e-05	0.0	0.0	0.0	0.0	0.30434782608695654	0.10833333333333334	0.1366889796864586	0.14076151922280086	0.10349080477621758	0.09878144269354996	0.1047108180759357	0.09833989166241126	0.11031611767869481	0.08962034352857191	0.08002333118440845	0.06220502219942701	0.10599491586219803	0.09267863284734083	0.12245890477580001	0.10642476328847408	0.09863822530006848	0.09772981299369758	0.10660371084657844	0.10935954685767375	0.10322376138658991	0.11222285350743197	0.12205222926976604	0.23076923076923078	0.09708513473094597	0.16085790884718498
e3c9b670c6a67f46e92cd4c65d8e7089	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Oceanospirillales; D_4__Saccharospirillaceae; D_5__Oleibacter; D_6__metagenome	0.0	0.0	0.0	0.0	0.2222222222222222	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76dfe03cf1770d4ae5c703515096f2e9	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Thiomicrospirales; D_4__Thioglobaceae; D_5__SUP05 cluster	0.0	0.0	0.0	0.0	0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2970af3e30642198ba1dfa1f304f310b	D_0__Archaea; D_1__Thaumarchaeota; D_2__Nitrososphaeria; D_3__Nitrosopumilales; D_4__Nitrosopumilaceae; D_5__Candidatus Nitrosopumilus; Ambiguous_taxa	0.12501155001155	0.09090909090909091	0.09009009009009009	0.2036846939326814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bdf18e8980906003f3978e5ee578c9ea	D_0__Bacteria; D_1__Actinobacteria; D_2__Acidimicrobiia; D_3__Actinomarinales; D_4__Actinomarinaceae; D_5__Candidatus Actinomarina; D_6__uncultured marine bacterium	0.06625086625086625	0.09090909090909091	0.15765765765765766	0.12608116935741334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4977468680591584e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0b7809b1b04598cfc5bbf6264159dde9	D_0__Archaea; D_1__Euryarchaeota; D_2__Thermoplasmata; D_3__Marine Group II	0.15657195657195658	0.09090909090909091	0.018018018018018018	0.034194666967912415	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
625cabfbd66e4f32de52ec86cb441744	D_0__Archaea; D_1__Thaumarchaeota; D_2__Nitrososphaeria; D_3__Nitrosopumilales; D_4__Nitrosopumilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.06666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.341136123558381e-05	2.63133658741958e-05	0.0	0.0	0.0	9.240346269818111e-05	0.0	0.0	0.0	0.0	0.0001498486528606108	4.396143425336131e-05	3.742349446982816e-05	4.065890662391673e-05	0.1282051282051282	0.0	0.0
